石家庄市,130100
石家庄,130100
唐山市,130200
唐山,130200
秦皇岛市,130300
秦皇岛,130300
邯郸市,130400
邯郸,130400
邢台市,130500
邢台,130500
保定市,130600
保定,130600
张家口市,130700
张家口,130700
承德市,130800
承德,130800
沧州市,130900
沧州,130900
廊坊市,131000
廊坊,131000
衡水市,131100
衡水,131100
太原市,140100
太原,140100
大同市,140200
大同,140200
阳泉市,140300
阳泉,140300
长治市,140400
长治,140400
晋城市,140500
晋城,140500
朔州市,140600
朔州,140600
晋中市,140700
晋中,140700
运城市,140800
运城,140800
忻州市,140900
忻州,140900
临汾市,141000
临汾,141000
吕梁市,141100
吕梁,141100
呼和浩特市,150100
呼和浩特,150100
包头市,150200
包头,150200
乌海市,150300
乌海,150300
赤峰市,150400
赤峰,150400
通辽市,150500
通辽,150500
鄂尔多斯市,150600
鄂尔多斯,150600
呼伦贝尔市,150700
呼伦贝尔,150700
巴彦淖尔市,150800
巴彦淖尔,150800
乌兰察布市,150900
乌兰察布,150900
兴安盟,152200
锡林郭勒盟,152500
阿拉善盟,152900
沈阳市,210100
沈阳,210100
大连市,210200
大连,210200
鞍山市,210300
鞍山,210300
抚顺市,210400
抚顺,210400
本溪市,210500
本溪,210500
丹东市,210600
丹东,210600
锦州市,210700
锦州,210700
营口市,210800
营口,210800
阜新市,210900
阜新,210900
辽阳市,211000
辽阳,211000
盘锦市,211100
盘锦,211100
铁岭市,211200
铁岭,211200
朝阳市,211300
朝阳,211300
葫芦岛市,211400
葫芦岛,211400
长春市,220100
长春,220100
吉林市,220200
吉林,220200
四平市,220300
四平,220300
辽源市,220400
辽源,220400
通化市,220500
通化,220500
白山市,220600
白山,220600
松原市,220700
松原,220700
白城市,220800
白城,220800
延边朝鲜族自治州,222400
延边自治州,222400
延边,222400
延边州,222400
延边市,222400
哈尔滨市,230100
哈尔滨,230100
齐齐哈尔市,230200
齐齐哈尔,230200
鸡西市,230300
鸡西,230300
鹤岗市,230400
鹤岗,230400
双鸭山市,230500
双鸭山,230500
大庆市,230600
大庆,230600
伊春市,230700
伊春,230700
佳木斯市,230800
佳木斯,230800
七台河市,230900
七台河,230900
牡丹江市,231000
牡丹江,231000
黑河市,231100
黑河,231100
绥化市,231200
绥化,231200
大兴安岭地区,232700
大兴安岭,232700
南京市,320100
南京,320100
无锡市,320200
无锡,320200
徐州市,320300
徐州,320300
常州市,320400
常州,320400
苏州市,320500
苏州,320500
南通市,320600
南通,320600
连云港市,320700
连云港,320700
淮安市,320800
淮安,320800
盐城市,320900
盐城,320900
扬州市,321000
扬州,321000
镇江市,321100
镇江,321100
泰州市,321200
泰州,321200
宿迁市,321300
宿迁,321300
杭州市,330100
杭州,330100
宁波市,330200
宁波,330200
温州市,330300
温州,330300
嘉兴市,330400
嘉兴,330400
湖州市,330500
湖州,330500
绍兴市,330600
绍兴,330600
金华市,330700
金华,330700
衢州市,330800
衢州,330800
舟山市,330900
舟山,330900
台州市,331000
台州,331000
丽水市,331100
丽水,331100
合肥市,340100
合肥,340100
芜湖市,340200
芜湖,340200
蚌埠市,340300
蚌埠,340300
淮南市,340400
淮南,340400
马鞍山市,340500
马鞍山,340500
淮北市,340600
淮北,340600
铜陵市,340700
铜陵,340700
安庆市,340800
安庆,340800
黄山市,341000
黄山,341000
滁州市,341100
滁州,341100
阜阳市,341200
阜阳,341200
宿州市,341300
宿州,341300
六安市,341500
六安,341500
亳州市,341600
亳州,341600
池州市,341700
池州,341700
宣城市,341800
宣城,341800
福州市,350100
福州,350100
厦门市,350200
厦门,350200
莆田市,350300
莆田,350300
三明市,350400
三明,350400
泉州市,350500
泉州,350500
漳州市,350600
漳州,350600
南平市,350700
南平,350700
龙岩市,350800
龙岩,350800
宁德市,350900
宁德,350900
南昌市,360100
南昌,360100
景德镇市,360200
景德镇,360200
萍乡市,360300
萍乡,360300
九江市,360400
九江,360400
新余市,360500
新余,360500
鹰潭市,360600
鹰潭,360600
赣州市,360700
赣州,360700
吉安市,360800
吉安,360800
宜春市,360900
宜春,360900
抚州市,361000
抚州,361000
上饶市,361100
上饶,361100
济南市,370100
济南,370100
青岛市,370200
青岛,370200
淄博市,370300
淄博,370300
枣庄市,370400
枣庄,370400
东营市,370500
东营,370500
烟台市,370600
烟台,370600
潍坊市,370700
潍坊,370700
济宁市,370800
济宁,370800
泰安市,370900
泰安,370900
威海市,371000
威海,371000
日照市,371100
日照,371100
莱芜市,371200
莱芜,371200
临沂市,371300
临沂,371300
德州市,371400
德州,371400
聊城市,371500
聊城,371500
滨州市,371600
滨州,371600
菏泽市,371700
菏泽,371700
郑州市,410100
郑州,410100
开封市,410200
开封,410200
洛阳市,410300
洛阳,410300
平顶山市,410400
平顶山,410400
安阳市,410500
安阳,410500
鹤壁市,410600
鹤壁,410600
新乡市,410700
新乡,410700
焦作市,410800
焦作,410800
濮阳市,410900
濮阳,410900
许昌市,411000
许昌,411000
漯河市,411100
漯河,411100
三门峡市,411200
三门峡,411200
南阳市,411300
南阳,411300
商丘市,411400
商丘,411400
信阳市,411500
信阳,411500
周口市,411600
周口,411600
驻马店市,411700
驻马店,411700
武汉市,420100
武汉,420100
黄石市,420200
黄石,420200
十堰市,420300
十堰,420300
宜昌市,420500
宜昌,420500
襄阳市,420600
襄阳,420600
鄂州市,420700
鄂州,420700
荆门市,420800
荆门,420800
孝感市,420900
孝感,420900
荆州市,421000
荆州,421000
黄冈市,421100
黄冈,421100
咸宁市,421200
咸宁,421200
随州市,421300
随州,421300
恩施土家族苗族自治州,422800
恩施自治州,422800
恩施,422800
恩施州,422800
恩施市,422800
长沙市,430100
长沙,430100
株洲市,430200
株洲,430200
湘潭市,430300
湘潭,430300
衡阳市,430400
衡阳,430400
邵阳市,430500
邵阳,430500
岳阳市,430600
岳阳,430600
常德市,430700
常德,430700
张家界市,430800
张家界,430800
益阳市,430900
益阳,430900
郴州市,431000
郴州,431000
永州市,431100
永州,431100
怀化市,431200
怀化,431200
娄底市,431300
娄底,431300
湘西土家族苗族自治州,433100
湘西自治州,433100
湘西,433100
湘西州,433100
湘西市,433100
广州市,440100
广州,440100
韶关市,440200
韶关,440200
深圳市,440300
深圳,440300
珠海市,440400
珠海,440400
汕头市,440500
汕头,440500
佛山市,440600
佛山,440600
江门市,440700
江门,440700
湛江市,440800
湛江,440800
茂名市,440900
茂名,440900
肇庆市,441200
肇庆,441200
惠州市,441300
惠州,441300
梅州市,441400
梅州,441400
汕尾市,441500
汕尾,441500
河源市,441600
河源,441600
阳江市,441700
阳江,441700
清远市,441800
清远,441800
东莞市,441900
东莞,441900
中山市,442000
中山,442000
潮州市,445100
潮州,445100
揭阳市,445200
揭阳,445200
云浮市,445300
云浮,445300
南宁市,450100
南宁,450100
柳州市,450200
柳州,450200
桂林市,450300
桂林,450300
梧州市,450400
梧州,450400
北海市,450500
北海,450500
防城港市,450600
防城港,450600
钦州市,450700
钦州,450700
贵港市,450800
贵港,450800
玉林市,450900
玉林,450900
百色市,451000
百色,451000
贺州市,451100
贺州,451100
河池市,451200
河池,451200
来宾市,451300
来宾,451300
崇左市,451400
崇左,451400
海口市,460100
海口,460100
三亚市,460200
三亚,460200
三沙市,460300
三沙,460300
儋州市,460400
儋州,460400
成都市,510100
成都,510100
自贡市,510300
自贡,510300
攀枝花市,510400
攀枝花,510400
泸州市,510500
泸州,510500
德阳市,510600
德阳,510600
绵阳市,510700
绵阳,510700
广元市,510800
广元,510800
遂宁市,510900
遂宁,510900
内江市,511000
内江,511000
乐山市,511100
乐山,511100
南充市,511300
南充,511300
眉山市,511400
眉山,511400
宜宾市,511500
宜宾,511500
广安市,511600
广安,511600
达州市,511700
达州,511700
雅安市,511800
雅安,511800
巴中市,511900
巴中,511900
资阳市,512000
资阳,512000
阿坝藏族羌族自治州,513200
阿坝自治州,513200
阿坝,513200
阿坝州,513200
阿坝市,513200
甘孜藏族自治州,513300
甘孜自治州,513300
甘孜,513300
甘孜州,513300
甘孜市,513300
凉山彝族自治州,513400
凉山自治州,513400
凉山,513400
凉山州,513400
凉山市,513400
贵阳市,520100
贵阳,520100
六盘水市,520200
六盘水,520200
遵义市,520300
遵义,520300
安顺市,520400
安顺,520400
毕节市,520500
毕节,520500
铜仁市,520600
铜仁,520600
黔西南布依族苗族自治州,522300
黔西南自治州,522300
